Height (cm),Weight (kg),Chest (cm),Waist (cm),Hip (cm),Size Purchased,Size Exchanged
164,88,108,76,110,XS,XL
155,62,94,77,102,S,L
188,61,92,82,100,XS,S
189,61,96,72,105,XL,S
170,76,101,83,112,XL,XL
164,67,92,87,109,L,L
175,58,108,78,100,L,S
172,75,108,79,100,XS,XL
151,57,103,65,103,L,S
151,72,84,74,109,L,L
184,72,89,78,95,XL,S
172,80,97,75,96,S,XL
179,56,81,69,100,XL,L
177,87,103,81,95,XL,XL
186,56,105,79,87,M,S
177,83,90,92,103,XL,XL
151,70,84,90,87,XL,L
182,86,98,75,105,S,XL
157,59,94,78,94,L,L
183,82,85,90,95,M,XL
159,70,106,67,89,L,S
167,50,109,78,87,XS,S
163,87,98,90,94,S,XL
151,56,85,76,112,XL,L
155,50,81,67,90,XL,L
158,58,103,87,100,S,L
162,73,107,81,107,XS,XL
153,56,93,70,101,XL,L
168,89,89,84,105,S,XL
167,73,107,71,103,XL,S
170,70,105,73,109,S,XL
156,61,81,93,99,XS,L
170,86,96,65,102,XL,XL
175,86,100,77,102,L,XL
157,67,91,82,95,L,L
157,66,94,68,103,S,L
171,56,95,82,92,L,S
163,54,94,72,107,XL,L
178,75,83,69,87,L,L
157,68,102,91,91,XL,S
156,54,87,85,107,XS,L
162,57,83,74,97,XS,L
153,76,87,74,96,L,L
171,75,109,86,99,S,XL
170,85,104,82,85,S,XL
177,50,90,83,93,S,S
164,51,101,65,100,XL,S
159,50,101,73,86,L,S
173,80,97,82,94,XS,XL
153,84,88,86,97,L,L
159,70,106,73,87,XL,S
184,89,80,85,102,XL,XL
182,51,93,82,111,M,L
162,88,108,84,94,L,XL
184,88,104,75,98,XL,XL
160,73,103,86,101,S,XL
188,77,91,74,99,S,XL
188,75,106,94,87,XS,XL
176,68,104,67,106,S,S
151,52,99,67,103,XS,L
187,68,80,78,99,L,L
165,72,92,75,93,M,L
165,64,98,68,87,M,S
154,51,97,66,90,S,S
170,85,88,78,95,S,L
182,78,104,86,108,S,XL
172,70,107,76,113,S,XL
150,69,95,72,101,M,L
152,72,93,84,109,M,L
172,62,105,81,105,S,S
186,67,98,73,90,M,S
167,52,89,88,87,XL,L
184,50,109,70,99,XS,S
173,73,82,73,107,S,L
163,63,103,93,85,S,S
163,75,99,84,111,M,XL
164,89,99,87,88,L,XL
170,53,103,92,106,L,S
184,85,85,74,112,M,XL
184,56,86,78,92,M,S
184,86,99,92,86,XL,XL
153,54,82,90,86,M,L
177,89,85,84,85,M,XL
169,85,106,73,98,XS,XL
151,68,109,84,99,M,S
172,67,85,74,109,M,L
168,65,109,86,89,S,S
180,80,106,70,89,XS,S
172,63,101,66,86,L,S
168,62,106,91,89,XS,S
153,61,89,84,85,M,L
153,68,98,86,90,S,L
178,58,89,82,87,M,S
154,83,85,87,90,L,L
159,88,98,83,108,M,XL
167,76,85,90,90,S,L
175,51,90,88,108,XS,L
153,81,87,75,97,XS,L
183,58,104,80,109,XS,S
158,58,83,66,89,XL,L
159,74,95,87,98,S,L
177,59,105,77,88,M,S
150,56,82,91,97,XL,L
170,78,96,94,86,L,XL
164,64,102,71,96,M,S
154,54,83,77,103,M,L
159,65,102,93,101,S,L
187,71,107,92,97,S,XL
157,50,109,79,107,XS,S
151,58,84,70,92,M,L
174,87,94,66,85,XS,XL
161,57,87,84,90,S,L
176,55,92,76,110,XS,L
158,67,89,84,88,XL,L
181,77,89,92,93,XS,XL
172,62,85,79,94,M,L
171,63,100,76,97,M,S
167,67,105,65,102,M,S
151,65,90,78,110,M,L
178,65,97,88,91,L,S
168,52,86,82,92,L,L
179,81,101,67,107,XS,XL
174,66,106,88,104,L,XL
157,68,87,88,92,L,L
154,83,99,82,96,XS,XL
150,71,80,90,101,XL,L
183,70,95,69,93,XL,S
175,82,104,90,97,XL,XL
165,74,93,82,94,M,L
153,61,87,65,102,XL,L
187,69,84,93,87,S,L
156,59,96,80,85,M,S
152,67,97,93,85,S,L
186,55,96,69,113,L,S
153,51,94,89,96,M,L
179,77,107,88,114,M,XL
168,88,92,74,88,XS,XL
168,60,82,65,95,XS,L
185,69,84,94,100,L,L
167,80,86,74,95,M,L
153,88,104,75,90,L,XL
155,68,98,87,94,M,L
160,81,82,79,94,M,L
158,84,89,69,104,M,L
165,66,106,77,93,S,S
179,63,87,94,104,XL,L
168,89,102,82,95,XL,XL
184,88,85,91,89,XL,XL
169,60,98,68,110,L,S
173,87,89,86,91,XS,XL
163,62,109,78,110,M,S
169,77,93,69,97,L,S
153,82,105,81,113,L,XL
175,73,106,90,86,XL,S
173,83,107,75,100,L,XL
182,74,83,69,98,XL,L
182,64,80,90,93,XL,L
166,62,107,80,91,XS,S
171,69,83,65,111,XL,L
150,63,80,72,102,M,L
151,76,97,76,99,S,L
188,51,102,89,98,M,S
161,74,103,80,100,S,XL
159,80,81,91,87,L,L
171,66,86,74,91,S,L
152,83,101,87,104,XS,XL
168,52,85,77,90,M,L
154,83,91,87,96,XS,L
157,79,97,75,107,L,L
186,51,103,68,103,M,S
157,67,104,93,114,L,XL
164,81,109,93,105,S,XL
177,56,88,90,96,S,L
157,85,85,70,95,XL,L
181,53,95,69,103,XS,S
150,62,91,71,111,M,L
170,78,98,76,90,XS,S
179,69,87,71,91,XL,S
174,64,91,75,100,XL,L
174,77,86,81,106,XL,L
178,84,90,86,111,S,XL
183,57,103,69,103,M,S
171,71,96,91,111,M,XL
161,51,103,70,110,S,S
170,55,102,79,110,M,S
184,84,87,72,94,XS,XL
189,50,104,93,108,XS,S
157,72,98,92,100,XL,L
153,54,95,70,100,S,L
187,60,99,72,95,XL,S
164,65,95,67,105,XS,L
170,88,99,81,99,L,XL
185,72,86,92,100,M,L
184,79,98,82,93,L,XL
169,50,93,68,91,M,S
187,84,82,69,85,XS,L
171,68,94,75,87,XS,S
168,67,99,69,92,XL,S
187,80,80,74,101,S,L
166,59,87,88,103,M,L
153,51,82,86,85,XL,L
153,79,94,73,98,XS,L
157,60,80,89,91,XL,L
160,60,97,78,85,M,S
170,55,105,86,98,XS,S
152,61,86,85,97,M,L
158,76,103,67,110,S,XL
171,82,100,80,92,S,XL
153,79,82,69,87,S,L
156,63,96,84,102,XL,L
177,72,104,66,90,S,S
174,81,81,79,90,L,L
150,80,96,91,111,XL,L
184,58,99,88,96,XS,S
187,73,102,67,109,S,XL
175,72,104,94,95,M,XL
188,62,94,77,88,S,S
158,63,84,76,109,S,L
162,64,85,73,109,M,L
157,74,84,66,110,M,L
154,79,92,78,87,S,L
167,75,103,87,110,XL,XL
186,69,89,72,107,M,L
168,63,84,71,86,M,L
178,87,107,86,92,S,XL
177,82,88,71,103,S,L
176,59,98,70,110,M,S
151,77,82,84,94,M,L
152,87,97,79,87,M,L
179,70,89,76,87,L,S
151,82,97,85,90,S,L
161,64,80,85,102,S,L
175,51,105,74,97,S,S
180,75,88,85,98,M,L
173,66,94,73,114,L,L
187,84,109,84,111,S,XL
167,70,101,69,92,XS,S
185,64,99,70,110,XS,S
172,57,91,89,98,L,L
189,83,92,79,114,L,XL
182,73,86,85,107,M,L
177,83,105,90,112,XL,XL
186,60,83,74,104,S,L
157,72,104,84,103,XL,XL
153,88,92,72,89,L,L
153,87,96,73,99,S,L
176,88,92,75,112,M,XL
158,73,92,73,90,M,L
162,75,85,71,98,XL,L
171,65,108,88,105,S,XL
183,57,104,70,109,XS,S
170,64,105,82,100,S,S
188,67,108,91,96,M,S
177,88,88,78,86,XL,XL
173,74,84,72,113,XL,L
185,62,98,77,93,XL,S
184,87,81,94,92,M,XL
186,58,98,76,97,XS,S
185,56,81,68,114,XL,L
168,68,81,85,108,M,L
183,63,80,69,110,XL,L
160,68,98,74,111,XS,L
161,78,86,77,94,XL,L
175,61,97,67,92,XS,S
181,62,80,82,108,S,L
173,52,85,81,103,L,L
172,76,83,77,88,M,L
176,53,82,69,110,M,L
166,64,100,85,91,M,S
168,54,90,73,111,M,L
151,84,106,76,106,S,XL
179,79,90,67,97,M,XL
150,70,97,66,106,M,L
185,66,94,79,100,M,S
157,50,107,78,109,XL,S
185,58,104,69,108,S,S
157,81,87,90,91,M,L
163,89,105,82,88,XS,XL
151,58,106,73,114,XL,L
183,71,87,85,86,S,S
187,81,109,68,114,S,XL
162,87,101,93,105,XS,XL
152,70,94,85,95,M,L
163,69,109,73,87,XL,S
171,79,107,88,88,XS,XL
169,77,86,83,114,L,L
179,50,90,80,102,S,L
162,64,91,94,104,XL,L
180,63,82,72,100,S,L
183,68,94,93,110,M,XL
167,76,88,77,90,L,L
180,73,101,77,87,S,S
175,85,87,80,93,XS,L
167,67,101,72,98,S,S
183,67,93,78,93,XL,S
172,78,84,67,86,S,L
174,71,100,66,105,XL,S
172,71,106,66,113,XS,S
170,61,88,86,93,S,L
170,68,101,76,105,M,S
177,56,109,94,112,L,S
163,71,106,75,91,XL,S
162,78,82,87,114,XS,L
158,77,102,83,92,L,XL
172,55,84,76,86,XL,L
183,74,92,81,97,XL,XL
157,89,80,93,107,XL,L
185,66,105,83,94,XS,S
152,83,105,77,94,L,XL
150,76,87,86,88,M,L
162,81,99,67,100,XS,XL
162,74,95,92,94,L,L
151,52,85,78,107,M,L
185,75,95,76,97,S,XL
183,59,95,92,100,XL,S
186,59,93,93,98,S,S
155,73,89,69,94,XL,L
156,83,92,84,87,XS,L
174,89,109,82,92,XL,XL
156,83,98,84,85,M,XL
185,72,84,75,108,M,L
174,62,83,88,106,M,L
157,76,104,86,88,XL,S
178,78,92,85,88,S,XL
183,68,95,86,88,S,S
189,50,83,76,93,M,S
169,68,91,81,93,XL,L
181,89,87,85,110,S,XL
159,55,90,86,112,XL,L
189,86,101,90,114,M,XL
153,80,104,67,105,XL,XL
180,61,94,78,94,L,S
183,60,87,79,97,XS,L
164,60,90,91,110,XL,L
154,58,88,85,98,XL,L
171,59,103,76,90,XS,S
167,71,95,76,113,S,L
163,78,96,68,97,S,S
180,89,105,85,110,XL,XL
182,75,103,81,112,XS,XL
160,59,104,82,103,L,S
180,88,93,74,112,S,XL
186,60,92,65,110,S,S
166,69,91,81,100,XS,L
183,67,88,83,96,M,L
162,69,104,90,88,L,S
179,65,85,83,96,M,L
181,75,91,83,91,XS,XL
185,87,85,79,104,M,XL
178,52,84,83,104,XL,L
159,58,87,75,106,XS,L
185,56,93,76,96,XL,S
186,63,103,72,86,M,S
176,71,102,86,93,XS,S
178,69,109,68,89,XS,S
162,56,107,77,89,XL,S
159,56,103,69,113,L,L
183,63,94,90,110,XL,L
181,60,97,84,113,XS,L
178,54,94,83,98,M,S
169,54,108,65,105,XS,S
169,81,81,69,96,M,L
175,66,101,92,110,XS,XL
163,61,107,65,100,S,S
153,81,81,81,114,L,L
150,65,106,79,93,XL,S
150,59,80,83,97,XS,L
184,67,102,69,111,XL,S
178,79,88,70,109,S,L
157,73,82,85,102,S,L
168,82,96,89,87,L,XL
164,68,88,93,111,S,L
186,64,102,90,86,S,S
189,54,108,85,100,XL,S
173,60,89,66,108,M,L
153,62,105,73,104,M,S
188,79,103,86,87,M,XL
170,67,84,76,104,XL,L
169,80,82,93,93,L,L
171,69,108,78,110,M,XL
153,84,89,67,99,S,L
161,82,90,77,113,L,L
185,84,83,80,108,L,XL
179,57,93,81,97,XL,S
188,70,80,71,114,M,L
170,85,83,71,108,L,L
170,81,92,65,112,L,L
181,51,95,88,104,XS,S
181,60,100,83,91,L,S
174,74,81,78,111,XL,L
183,79,107,78,85,L,S
162,87,106,88,89,XL,XL
175,81,102,68,112,L,XL
181,85,80,82,101,XS,L
153,55,82,83,113,M,L
168,70,87,65,91,M,L
163,53,103,67,98,M,S
182,76,85,89,97,S,L
168,58,106,77,108,XL,S
165,81,80,65,105,L,L
180,80,99,69,113,XL,XL
157,52,87,70,112,L,L
156,67,92,65,109,XS,L
165,78,91,92,91,M,L
182,70,98,73,101,S,S
161,72,87,81,88,M,L
163,51,89,83,86,M,L
179,68,82,82,95,XS,L
153,88,100,93,86,XS,XL
164,62,84,76,96,XS,L
172,77,105,89,98,XS,XL
163,63,86,75,112,XS,L
159,86,103,93,96,XL,XL
159,57,105,70,113,XS,S
151,67,84,91,104,S,L
154,81,102,66,94,L,S
177,82,98,93,91,S,XL
169,85,105,80,88,XL,XL
161,72,85,88,90,XS,L
174,66,83,65,110,L,L
165,56,87,76,108,S,L
187,87,83,69,110,XL,XL
179,75,105,66,108,M,XL
171,63,91,78,91,M,S
176,85,105,71,106,M,XL
159,68,87,66,95,S,L
159,52,109,91,109,L,S
164,83,103,84,93,S,XL
171,72,87,85,105,XS,L
150,63,90,93,91,XS,L
159,65,83,80,101,XS,L
181,80,97,83,97,S,XL
166,64,103,87,99,XL,S
159,78,91,72,104,XS,L
174,77,100,74,111,XS,XL
164,82,106,94,111,M,XL
168,54,94,94,114,S,L
160,70,84,78,107,M,L
182,58,106,68,102,XS,S
179,55,97,68,112,XL,S
187,83,88,91,91,XL,XL
162,55,99,69,94,M,S
159,69,87,78,87,L,L
150,51,80,88,107,XS,L
176,75,99,90,101,XS,XL
157,80,106,82,97,XS,XL
166,75,92,91,111,M,L
158,63,91,81,114,L,L
167,86,92,79,89,XL,XL
185,56,84,92,105,M,L
164,65,84,86,102,S,L
167,68,104,74,108,XL,S
183,81,98,71,112,S,XL
160,54,108,67,99,M,S
153,64,87,73,98,M,L
156,53,97,67,103,L,L
152,59,97,72,87,M,S
187,87,84,94,112,M,XL
187,66,87,91,112,XL,L
154,64,102,87,92,M,S
152,80,81,72,92,XL,L
168,65,109,88,85,L,S
153,58,107,73,90,XS,S
154,58,103,82,95,XS,S
188,86,100,87,96,L,XL
158,55,102,80,108,M,L
172,69,86,72,98,M,L
171,67,87,73,96,S,L
178,80,94,83,109,M,XL
186,83,91,79,109,L,XL
163,75,85,79,106,S,L
164,81,103,82,97,M,XL
157,50,81,78,107,M,L
162,52,85,65,102,XS,L
156,76,85,83,91,XS,L
154,87,100,81,95,L,XL
164,81,80,79,101,S,L
152,84,107,76,103,S,XL
151,69,95,68,100,M,L
161,75,80,92,99,XS,L
189,88,97,81,97,S,XL
164,67,101,70,107,M,S
152,56,82,89,100,XS,L
189,51,107,65,93,S,S
181,85,107,83,91,XL,XL
176,51,105,69,94,L,S
158,69,94,80,93,M,L
185,81,102,67,112,L,XL
188,65,101,73,85,M,S
178,64,82,80,110,M,L
178,86,88,93,93,XS,XL
165,83,108,79,91,L,XL
172,52,88,84,113,L,L
186,50,100,92,107,XL,S
157,75,97,71,110,S,L
151,67,88,82,93,S,L
159,59,85,86,105,S,L
160,89,101,73,107,XS,XL
181,57,108,90,97,XL,S
162,76,102,73,114,M,XL
156,57,108,80,114,L,L
173,63,108,94,86,M,S
171,61,86,79,99,S,L
155,69,92,66,102,L,L
164,61,97,67,109,S,L
189,66,87,93,107,XS,XL
160,85,83,67,105,XS,L
160,57,80,82,105,S,L
173,58,99,93,86,L,S
159,66,84,92,85,S,L
154,89,89,86,91,S,L
160,64,83,89,103,S,L
172,76,92,79,102,XS,L
170,54,90,80,111,M,L
168,73,104,65,106,L,S
169,77,99,67,88,M,S
187,83,106,73,90,L,XL
178,77,97,86,106,M,XL
189,64,87,69,92,S,S
166,56,91,77,102,L,L
169,77,103,92,89,M,XL
156,62,99,79,106,L,L
169,80,108,69,96,XS,XL
186,53,85,86,100,S,L
180,79,92,83,107,L,XL
179,69,92,82,94,XS,S
179,59,94,80,105,M,S
152,72,106,65,102,XL,S
173,83,91,65,103,XL,XL
180,69,106,93,95,XL,XL
160,73,87,84,100,L,L
177,73,105,70,108,XS,XL
174,58,108,85,103,S,S
162,68,84,82,94,S,L
189,53,105,76,112,XL,S
161,68,94,74,110,M,L
187,88,99,86,108,M,XL
184,84,82,65,95,S,L
153,77,94,90,105,S,L
166,80,84,93,109,L,L
165,83,80,67,94,S,L
181,62,100,84,101,XS,S
184,52,98,86,109,S,S
161,84,99,83,92,L,XL
178,77,89,85,106,L,XL
154,81,81,91,112,S,L
174,86,93,69,112,L,XL
188,71,82,92,110,L,L
185,89,99,71,93,L,XL
157,67,83,93,90,S,L
175,82,107,93,114,XS,XL
162,85,104,85,109,L,XL
165,57,80,80,110,XS,L
188,61,85,67,89,L,S
162,57,92,76,104,M,L
179,73,103,94,112,XL,XL
170,59,91,86,103,S,L
158,74,105,74,100,S,S
159,59,99,91,91,M,L
172,64,96,87,106,S,L
179,65,88,75,93,M,S
158,78,97,72,107,L,L
157,85,104,76,90,L,XL
178,83,91,90,109,XS,XL
157,69,92,78,95,XL,L
173,74,92,72,103,M,L
170,87,81,69,105,M,L
168,88,91,86,90,M,XL
177,75,100,75,94,XL,S
162,69,97,79,94,XL,S
181,72,89,83,105,XS,L
177,71,107,83,106,S,XL
150,59,108,77,113,XS,L
182,79,100,86,108,S,XL
180,66,88,85,107,L,L
152,75,90,84,108,L,L
152,69,99,68,92,XL,S
161,76,90,73,100,XL,L
175,50,92,85,87,XS,S
183,55,106,69,85,L,S
169,88,107,78,93,S,XL
172,70,93,70,96,XL,S
174,74,93,83,91,M,S
155,64,84,71,99,M,L
172,88,97,69,109,M,XL
170,81,81,77,111,XS,L
159,67,108,77,102,L,S
154,53,102,90,114,S,L
158,65,93,70,107,S,L
150,66,104,87,114,XL,L
177,66,100,91,113,S,XL
188,75,90,67,99,L,S
180,58,101,71,96,S,S
150,58,94,70,92,XL,L
175,75,100,82,85,XL,S
163,79,93,70,107,M,L
176,87,94,83,103,M,XL
163,72,96,76,112,S,L
164,86,96,68,87,L,XL
184,79,94,74,101,XS,XL
173,59,82,65,95,S,L
166,88,104,77,110,S,XL
165,81,104,92,90,XL,XL
177,66,90,89,96,XS,L
153,64,91,67,98,XS,L
151,64,98,81,97,XS,L
180,84,102,74,93,L,XL
151,62,92,81,94,S,L
153,73,104,88,113,L,XL
181,70,92,81,107,S,XL
169,74,102,76,99,L,XL
166,64,101,85,89,XL,S
155,72,90,83,104,XL,L
184,82,95,86,88,XS,XL
171,82,84,77,101,M,L
161,64,94,66,103,XL,L
182,58,87,66,90,XS,S
167,66,104,75,90,S,S
179,56,102,71,109,XS,S
174,75,100,85,102,XS,XL
183,73,102,80,106,XL,XL
179,88,83,66,92,L,L
174,68,96,69,105,XS,S
163,68,94,78,107,S,L
160,61,102,70,113,M,L
170,60,94,76,107,L,L
171,86,96,81,95,M,XL
167,72,97,67,105,XL,S
151,67,89,79,107,L,L
157,75,96,87,109,XS,L
165,81,102,65,100,XL,XL
161,88,89,73,85,L,L
165,89,85,75,103,M,L
163,71,94,86,90,M,L
164,52,93,68,111,M,L
169,61,87,90,104,XL,L
171,72,90,77,111,S,L
181,82,89,79,108,XS,XL
165,53,97,73,111,L,L
179,73,97,68,108,S,XL
185,51,92,84,108,S,L
158,55,108,75,88,M,S
164,70,100,80,109,XS,L
169,58,109,78,114,L,S
178,54,105,87,102,S,S
162,56,81,86,103,XL,L
158,53,97,78,108,XL,L
179,83,96,89,110,M,XL
181,71,98,82,87,L,S
151,69,104,74,99,S,S
153,50,86,85,105,L,L
175,64,92,79,113,L,L
180,67,80,76,96,M,L
166,58,109,75,88,XS,S
156,89,82,67,88,L,L
151,67,106,92,112,XS,L
151,82,101,82,110,M,XL
187,64,80,70,110,XL,L
174,76,83,83,94,S,L
181,87,91,92,114,S,XL
183,88,100,65,101,M,XL
151,81,90,74,112,M,L
181,88,80,68,107,S,L
169,58,105,73,102,XS,S
151,82,106,66,100,XL,XL
176,87,96,86,113,XL,XL
169,61,108,74,98,XS,S
173,71,90,69,89,XL,S
171,72,108,85,85,XL,S
169,84,97,72,114,L,XL
187,68,99,81,95,XL,S
170,84,101,75,105,L,XL
180,74,84,86,94,XL,L
166,50,104,69,94,L,S
182,70,96,89,102,S,XL
180,50,89,72,100,L,S
166,69,91,94,100,M,L
162,59,83,83,86,M,L
158,63,91,77,95,S,L
155,55,102,65,95,L,S
151,88,88,70,113,XL,L
181,71,101,78,89,S,S
150,58,80,75,111,L,L
157,70,95,88,105,M,L
184,74,108,94,107,L,XL
169,81,106,70,91,XS,S
169,55,87,90,98,L,L
168,56,97,76,110,S,L
176,76,100,83,100,L,XL
171,51,106,73,88,L,S
157,67,93,94,107,L,L
158,85,81,83,96,XS,L
175,88,100,93,100,XS,XL
187,75,99,69,95,XS,S
177,71,97,91,93,L,XL
153,72,90,69,85,M,L
186,61,102,78,86,XS,S
172,54,81,79,87,L,L
172,77,91,82,103,S,L
177,89,100,89,104,XL,XL
178,58,83,89,105,M,L
152,50,107,93,104,S,L
187,50,80,87,98,S,L
166,66,102,85,111,M,XL
156,74,88,65,108,XL,L
150,60,89,82,88,XS,L
153,63,88,66,104,XS,L
184,65,91,78,94,M,S
177,50,94,81,112,L,L
179,72,98,94,112,XL,XL
151,66,108,80,93,S,S
156,50,90,80,93,XL,L
186,58,100,81,108,XL,S
161,77,87,87,111,M,L
182,66,81,83,90,XL,L
180,76,94,85,87,L,XL
160,67,80,75,100,S,L
153,68,85,82,97,XL,L
153,73,98,80,109,XL,L
171,79,88,74,112,XS,L
151,64,82,80,114,XL,L
155,87,81,76,103,M,L
170,76,97,67,97,S,S
180,81,85,88,99,XL,L
188,54,90,88,99,M,S
172,64,89,90,106,M,L
159,57,105,86,111,L,L
187,81,89,79,105,S,XL
162,57,102,87,86,S,S
168,79,80,84,93,L,L
153,72,82,92,96,M,L
162,68,94,68,103,XL,L
163,83,80,80,104,L,L
185,56,101,87,85,L,S
155,51,93,88,91,S,L
158,58,93,90,102,S,L
181,64,98,74,114,L,S
174,82,97,75,104,S,XL
162,51,103,66,99,M,S
184,50,95,87,86,S,S
163,85,90,77,109,XL,L
173,69,96,88,110,XL,XL
184,66,83,75,98,L,L
162,54,98,92,109,XS,L
177,61,83,78,88,XS,L
184,68,90,74,112,L,L
175,67,81,81,88,M,L
181,87,81,78,97,M,L
162,59,80,78,105,M,L
170,73,97,86,113,M,XL
188,73,89,77,100,XS,XL
176,70,84,80,98,XL,L
173,59,103,69,107,L,S
176,55,85,77,95,XL,L
158,86,94,80,86,L,L
169,80,100,65,97,L,XL
177,75,99,82,111,L,XL
163,71,104,84,94,L,S
184,82,98,81,113,L,XL
168,78,85,83,100,XL,L
174,75,106,73,101,M,XL
165,50,84,75,96,XS,L
158,79,102,82,101,XL,XL
153,75,103,84,92,L,S
189,54,96,69,91,L,S
154,63,107,82,90,XL,S
169,61,83,68,89,XS,L
152,60,89,91,93,L,L
158,63,83,86,111,L,L
162,82,93,89,111,XS,L
161,54,106,72,114,S,S
188,79,95,90,95,S,XL
163,79,103,71,113,S,XL
154,85,107,87,101,L,XL
169,69,99,73,92,S,S
188,79,109,77,109,M,XL
169,62,85,71,110,L,L
171,69,102,69,89,S,S
153,69,89,73,93,M,L
174,75,91,85,102,M,L
185,79,108,77,99,XS,XL
189,52,102,82,114,M,S
157,52,95,86,101,M,L
165,79,93,71,109,S,L
168,54,91,90,101,S,L
159,57,101,93,97,S,L
174,81,84,68,89,S,L
178,68,97,71,109,S,S
183,52,96,70,113,XS,S
187,63,106,72,94,XS,S
157,80,100,91,107,XL,XL
178,82,90,75,87,L,XL
157,52,96,88,93,XS,L
189,53,83,73,100,XL,L
180,88,93,82,105,S,XL
152,86,93,90,108,XS,L
183,68,107,87,103,XL,XL
178,78,100,91,89,XL,XL
167,88,99,68,103,XL,XL
157,63,107,83,98,L,S
151,70,91,70,100,L,L
179,81,95,68,100,XL,XL
178,82,104,65,88,M,S
155,69,106,70,96,XL,S
154,83,106,72,102,XL,XL
151,55,89,73,102,XL,L
183,64,98,81,96,XS,S
178,55,93,68,108,XS,S
156,81,96,92,93,M,L
150,64,84,90,92,L,L
172,65,108,88,109,XL,XL
183,63,104,74,87,L,S
153,61,93,77,103,L,L
158,52,99,79,102,S,L
169,66,108,91,110,XS,XL
168,81,105,93,86,XS,XL
178,51,90,86,91,S,S
174,89,96,81,88,L,XL
164,56,80,73,94,S,L
183,64,87,94,105,XS,L
189,83,83,90,107,XL,XL
175,89,89,72,97,M,XL
165,50,102,92,105,M,L
185,86,91,68,93,S,XL
166,54,108,72,106,XL,S
156,73,95,83,90,L,L
168,78,90,67,110,M,L
159,87,96,66,101,XL,XL
186,54,93,87,90,L,S
161,79,81,84,112,M,L
169,70,101,67,91,L,S
155,72,81,89,93,L,L
168,53,100,85,85,XS,S
172,64,96,94,111,XL,L
175,54,89,92,86,L,L
176,50,86,83,98,L,L
172,74,109,90,105,L,XL
163,66,82,92,100,XS,L
164,73,100,68,111,M,XL
178,76,94,81,85,XS,S
150,54,86,93,111,L,L
155,59,98,78,108,XL,L
188,81,109,75,103,L,XL
156,66,87,86,111,L,L
151,64,90,88,106,XS,L
186,56,80,74,105,M,L
182,80,91,75,90,XL,XL
166,87,95,82,87,M,XL
173,64,81,88,111,S,L
166,75,108,74,94,S,S
179,89,102,80,94,XL,XL
159,76,95,86,97,XL,L
176,83,91,76,99,S,XL
164,74,100,90,87,M,S
152,64,102,80,89,S,S
174,88,103,67,102,XL,XL
165,74,83,89,92,XS,L
157,57,99,93,105,XS,L
155,58,105,69,114,S,L
165,59,98,70,106,L,L
165,58,84,90,92,XL,L
179,69,100,90,101,M,XL
182,66,81,82,113,L,L
162,74,107,94,99,S,XL
163,80,90,77,94,XS,L
151,61,80,80,103,M,L
164,64,99,70,114,XS,L
169,85,109,90,90,M,XL
169,55,101,92,90,XS,S
161,81,108,82,87,S,XL
163,64,81,83,92,S,L
167,67,102,81,113,S,XL
179,51,90,67,87,XS,S
181,52,104,77,97,M,S
160,81,81,81,98,S,L
154,70,88,79,96,L,L
172,53,101,82,104,S,S
155,69,92,70,102,XL,L
163,76,93,86,111,S,L
183,50,84,66,95,S,S
166,68,85,89,90,S,L
150,62,105,75,92,L,S
188,58,85,94,111,XL,L
183,52,99,94,90,XL,S
159,81,88,69,112,S,L
151,88,88,72,97,XS,L
159,80,109,71,111,XL,XL
169,67,86,85,85,XL,L
170,72,80,78,97,M,L
169,50,109,71,87,L,S
173,87,82,90,111,S,L
172,88,92,82,104,S,XL
187,86,100,89,85,XL,XL
176,52,97,76,101,XL,S
181,75,94,66,100,S,S
172,52,106,88,107,XL,S
162,75,96,86,101,L,L
186,78,97,80,94,S,XL
172,77,100,65,87,XS,S
167,51,94,79,97,XS,L
168,53,80,67,95,M,L
175,64,88,79,101,S,L
189,81,89,82,103,S,XL
186,63,95,71,107,XS,S
175,62,89,76,99,M,L
165,85,91,89,90,XL,L
159,66,105,81,103,L,S
162,88,105,85,99,L,XL
156,64,100,76,104,S,L
189,67,83,69,86,M,S
164,72,109,66,113,XL,XL
155,57,82,81,102,XL,L
160,51,81,69,89,XS,L
176,72,90,70,99,S,L
165,64,101,69,112,S,L
174,72,88,75,112,XL,L
177,86,107,65,99,XS,XL
188,89,98,86,104,XL,XL
186,79,82,83,108,L,L
161,54,89,91,87,XS,L
180,87,86,67,104,S,XL
165,58,86,84,86,S,L
185,75,105,90,108,S,XL
183,87,107,65,97,S,XL
164,65,94,94,101,S,L
165,83,99,94,110,S,XL
154,52,106,67,102,XL,S
166,56,85,85,96,XL,L
156,61,100,94,114,XS,L
180,55,105,91,96,XS,S
183,66,105,75,85,S,S
176,59,89,71,89,S,S
179,73,100,75,110,S,XL
180,69,80,91,89,S,L
172,83,90,83,106,L,XL
185,51,82,72,96,M,L
156,65,99,81,100,XL,L
151,56,84,66,89,XL,L
159,57,84,89,106,L,L
179,80,103,84,104,L,XL
189,59,108,94,93,XL,S
168,79,82,72,89,L,L
170,57,99,92,89,XS,S
152,57,108,83,109,L,L
169,59,105,73,99,S,S
166,78,94,87,103,M,L
158,50,92,91,89,S,L
185,89,82,73,100,S,XL
189,71,109,76,94,S,S
153,57,106,90,85,XL,S
178,62,99,69,112,XL,S
158,78,91,86,88,XL,L
